Associaties;Positief/negatief;Relevant/niet relevant;Socdemo;Missie;Kopen Energiedrank;Drinken energiedrank;Kopen Red Bull;;;Positief/negatief;Relevant/niet relevant
fit;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
felle kleuren;Positief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
favoriet van mijn zoon;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
extran;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Extra energie;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Fill up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
extra energie;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
erg zoet;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
engerie;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;5-11x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
engergie;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;On the go;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energy;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;5-11x per jaar;1x per maand;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energy;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 50-65;Direct consumption - functional;1x per maand;1x per maand;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
energie krijgen;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;1x per maand;1x per week;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Energie;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Energie;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Energie;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Energie;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;2-6x per week;2-6x per week;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Energie;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Energie;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;1-2x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Energie;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;1x per maand;1x per maand;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Energie;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;5-11x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energie;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;Stocking up;3-4x per jaar;Nooit;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energie;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;2-3x per maand;2-3x per maand;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energie;Positief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Fill up;1-2x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
energie;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;1-2x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
energie;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energie;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;5-11x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
energie;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energie;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Take with;5-11x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
energie;Positief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
energie;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Take with;2-3x per maand;2-3x per maand;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energie;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energie;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1x per week;2-6x per week;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energie;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;1x per maand;5-11x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
energie;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;1-2x per jaar;2-3x per maand;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
energie;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energie;Positief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
energie;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;2-3x per maand;2-3x per maand;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
energie;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Minder dan 1x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
en dip;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;3-4x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
eigen merk goedkoop;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Eenmalige consumptie is oké;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
duur;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Stocking up;1x per week;1x per week;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
duur;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Fill up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
duur;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;On the go;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
drukke mensen;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
drinken;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;5-11x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
drink ik bijna nooit;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
drankje met druivesuiker;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;On the go;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Drank dien je als oppepper gebruikt;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
drank;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
dorstlesser;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;On the go;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
dorstlesser;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;1x per maand;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
dorstlessend;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;On the go;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
dorstlessend;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;1x per maand;1x per maand;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
dorst;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
dorst;Positief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Direct consumption - social;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
de prijs;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;Fill up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Dat gebruiken sporters om energie te krijgen;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;1x per maand;Nooit;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
caffiene;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Take with;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
caffiene;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;2-3x per maand;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Caffeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Caffeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Caffeine;Positief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Fill up;2-3x per maand;1x per maand;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
Caffeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 15-34;On the go;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Caffeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
caffeine;Positief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Fill up;1-2x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
caffeine;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
caffeine;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;2-6x per week;2-6x per week;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
caffeine;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Take with;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
caffeine;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Caffeïne;Positief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;5-11x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
Cafeine;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
cafeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
cafeine;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
cafeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;5-11x per jaar;1x per maand;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
cafeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Take with;5-11x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
cafeine;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
cafeine;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;1x per maand;1x per maand;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
cafeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Direct consumption - social;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Cafeïne;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Cafeïne;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
cafaeine;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Bullit;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
bullit;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
bullit;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1x per week;1x per week;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Boost van energie;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Take with;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Boost;Positief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
boost;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
